cnpj;vl_fatu;vl_sldo;dt_abrt;ds_cnae;dt_refe
CNPJ_00340;425992;-22499;2014-05-17;Comércio atacadista de calçados;2025-01-31
CNPJ_00341;235675;8752;2023-08-21;Cultivo de soja;2025-01-31
CNPJ_00342;20720813;890056;2019-04-17;Televisão por assinatura;2025-01-31
CNPJ_00343;166172;14375;2022-01-10;Comércio atacadista de bebidas;2025-01-31
CNPJ_00344;29546228;1891519;1999-05-18;Consultoria empresarial;2025-01-31
CNPJ_00345;282038;14608;2022-01-09;Obras de infraestrutura elétrica;2025-01-31
CNPJ_00346;500077;-44540;2014-04-12;Comércio atacadista de bebidas;2025-01-31
CNPJ_00347;2761736;184146;2022-09-07;Padaria e confeitaria;2025-01-31
CNPJ_00348;1280837;42927;2017-09-21;Atividades de bancos múltiplos;2025-01-31
CNPJ_00349;220699;-21965;2020-04-22;Extração de petróleo e gás natural;2025-01-31
CNPJ_00350;64278979;-2037266;2014-05-18;Cultivo de soja;2025-01-31
CNPJ_00351;1351890;74038;2021-05-09;Comércio atacadista de medicamentos;2025-01-31
CNPJ_00352;2699667;-265732;2017-06-23;Fabricação de papel;2025-01-31
CNPJ_00353;1941336;-129437;2018-10-29;Comércio atacadista de calçados;2025-01-31
CNPJ_00354;146922;13058;2023-11-20;Geração de energia elétrica;2025-01-31
CNPJ_00355;75146;4114;2023-07-19;Seguros de vida;2025-01-31
CNPJ_00356;2511380;69226;2016-12-11;Transporte ferroviário de carga;2025-01-31
CNPJ_00357;12837198;-1205223;2001-11-06;Armazenamento geral;2025-01-31
CNPJ_00358;343764;4715;2022-04-18;Planos de saúde;2025-01-31
CNPJ_00359;235807;22471;2020-10-01;Comércio atacadista de calçados;2025-01-31
CNPJ_00360;363757;-10268;2019-10-29;Atividades de bancos múltiplos;2025-01-31
CNPJ_00361;20196789;-1268756;2009-09-17;Extração de petróleo e gás natural;2025-01-31
CNPJ_00362;33858477;1665493;2014-12-30;Distribuição de energia elétrica;2025-01-31
CNPJ_00363;61862;5995;2023-09-11;Serviços de tecnologia da informação;2025-01-31
CNPJ_00364;955165;-23485;2022-11-25;Comércio varejista de alimentos;2025-01-31
CNPJ_00365;164188;6212;2021-04-20;Padaria e confeitaria;2025-01-31
CNPJ_00366;640756;-19093;2018-01-04;Educação superior;2025-01-31
CNPJ_00367;1060648;-35884;2018-04-10;Televisão por assinatura;2025-01-31
CNPJ_00368;1058191;15330;2021-01-13;Comércio varejista de alimentos;2025-01-31
CNPJ_00369;1790731;190058;2020-03-30;Padaria e confeitaria;2025-01-31
CNPJ_00370;1527371;42453;2014-05-07;Fabricação de caminhões e ônibus;2025-01-31
CNPJ_00371;171699;-4334;2022-06-09;Produção cinematográfica;2025-01-31
CNPJ_00372;2475983;225265;2014-02-05;Comércio atacadista de alimentos;2025-01-31
CNPJ_00373;179648;-9736;2021-01-24;Cultivo de soja;2025-01-31
CNPJ_00374;91090389;2154071;2001-05-29;Saneamento básico;2025-01-31
CNPJ_00375;291022;27433;2021-11-28;Restaurantes e similares;2025-01-31
CNPJ_00376;459263;-3694;2019-05-16;Produção de ferro-gusa;2025-01-31
CNPJ_00377;291416;26402;2020-05-24;Padaria e confeitaria;2025-01-31
CNPJ_00378;17743612;-476549;2016-01-22;Cultivo de arroz;2025-01-31
CNPJ_00379;295406;10132;2021-07-15;Construção de edifícios;2025-01-31
CNPJ_00380;1414132;50473;2017-03-02;Geração de energia elétrica;2025-01-31
CNPJ_00381;2608674;-87833;2018-08-24;Cultivo de trigo;2025-01-31
CNPJ_00382;13541730;1323461;2009-08-04;Defesa nacional;2025-01-31
CNPJ_00383;2973801;288005;2020-06-07;Transporte rodoviário de carga;2025-01-31
CNPJ_00384;9598049;-385331;2005-07-16;Atividades de bancos múltiplos;2025-01-31
CNPJ_00385;269117;-25327;2019-07-10;Administração pública;2025-01-31
CNPJ_00386;2962429;230878;2015-07-24;Comércio atacadista de calçados;2025-01-31
CNPJ_00387;2001961;88811;2019-08-26;Comércio atacadista de calçados;2025-01-31
CNPJ_00388;144041;10128;2021-12-18;Cultivo de milho;2025-01-31
CNPJ_00389;1243672;-123141;2016-07-22;Saneamento básico;2025-01-31
CNPJ_00390;274697;27101;2022-03-26;Cultivo de milho;2025-01-31
CNPJ_00391;133503615;-11371905;2009-09-09;Fabricação de produtos químicos;2025-01-31
CNPJ_00392;1171770;-112456;2018-01-20;Cultivo de arroz;2025-01-31
CNPJ_00393;12396116;-931312;2009-02-28;Correios e entregas expressas;2025-01-31
CNPJ_00394;137970;-4675;2021-08-19;Comércio varejista de combustíveis;2025-01-31
CNPJ_00395;107921005;-5500724;2008-02-18;Administração pública;2025-01-31
CNPJ_00396;17487564;431824;2016-05-26;Montagem industrial;2025-01-31
CNPJ_00397;185451;16975;2023-11-27;Televisão por assinatura;2025-01-31
CNPJ_00398;2611940;-256755;2021-06-01;Produção de alumínio;2025-01-31
CNPJ_00399;2856720;-145101;2014-02-20;Extração de minério de ferro;2025-01-31
CNPJ_00400;1786323;162830;2015-02-19;Comércio atacadista de medicamentos;2025-01-31
CNPJ_00401;600717;48097;2018-10-29;Padaria e confeitaria;2025-01-31
CNPJ_00402;422434;58386;2021-10-24;Telecomunicações sem fio;2025-01-31
CNPJ_00403;267951;3231;2020-03-15;Televisão aberta;2025-01-31
CNPJ_00404;1416425;-100441;2020-07-02;Transporte ferroviário de carga;2025-01-31
CNPJ_00405;287096;-17046;2019-01-04;Telecomunicações sem fio;2025-01-31
CNPJ_00406;1965368;153177;2022-01-20;Cultivo de trigo;2025-01-31
CNPJ_00407;651847;-37254;2021-05-18;Construção de rodovias;2025-01-31
CNPJ_00408;20888001;-1708884;2018-07-29;Comércio atacadista de medicamentos;2025-01-31
CNPJ_00409;2067782;267751;2019-02-20;Cultivo de arroz;2025-01-31
CNPJ_00410;241722;9739;2019-11-25;Cultivo de milho;2025-01-31
CNPJ_00411;78127;-3866;2023-02-20;Atividades hospitalares;2025-01-31
CNPJ_00412;96559;5751;2020-07-09;Engenharia civil;2025-01-31
CNPJ_00413;225205;-21001;2019-09-16;Construção de barragens;2025-01-31
CNPJ_00414;237985;-14760;2022-11-14;Planos de saúde;2025-01-31
CNPJ_00415;462154;9180;2016-05-02;Fabricação de produtos químicos;2025-01-31
CNPJ_00416;186844;8476;2020-10-01;Correios e entregas expressas;2025-01-31
CNPJ_00417;129416173;6955319;2002-03-24;Televisão por assinatura;2025-01-31
CNPJ_00418;58495507;485577;2013-12-23;Montagem industrial;2025-01-31
CNPJ_00419;69650;4976;2021-11-22;Construção de edifícios;2025-01-31
CNPJ_00420;2133717;-39112;2015-06-04;Transporte ferroviário de carga;2025-01-31
CNPJ_00421;57439684;2728730;2004-02-05;Produção de ferro-gusa;2025-01-31
CNPJ_00422;238959;-12449;2021-05-02;Atividades hospitalares;2025-01-31
CNPJ_00423;8407874;821138;2005-01-16;Telecomunicações sem fio;2025-01-31
CNPJ_00424;2083965;170635;2016-04-29;Produção de ferro-gusa;2025-01-31
CNPJ_00425;20980955;-515640;2016-03-19;Televisão aberta;2025-01-31
CNPJ_00426;151194;7349;2019-09-29;Comércio atacadista de tecidos;2025-01-31
CNPJ_00427;198087;12554;2019-10-29;Comércio atacadista de alimentos;2025-01-31
CNPJ_00428;252060;16006;2020-09-15;Comércio varejista de combustíveis;2025-01-31
CNPJ_00429;2479040;-240464;2015-11-19;Distribuição de energia elétrica;2025-01-31
CNPJ_00430;59791;582;2022-01-20;Produção cinematográfica;2025-01-31
CNPJ_00431;54882;2066;2022-10-13;Comércio atacadista de calçados;2025-01-31
CNPJ_00432;126778;16141;2023-10-09;Transporte rodoviário de carga;2025-01-31
CNPJ_00433;166726176;4097060;2012-09-06;Educação superior;2025-01-31
CNPJ_00434;1788545;-116246;2020-02-11;Distribuição de energia elétrica;2025-01-31
CNPJ_00435;17664421;493914;2008-05-02;Fabricação de automóveis;2025-01-31
CNPJ_00436;2767440;-243567;2021-04-20;Produção cinematográfica;2025-01-31
CNPJ_00437;232674;-10837;2022-11-24;Construção de edifícios;2025-01-31
CNPJ_00438;2208557;111305;2019-05-23;Padaria e confeitaria;2025-01-31
CNPJ_00439;222849;7052;2021-02-20;Comércio atacadista de calçados;2025-01-31
CNPJ_00440;2209638;-31258;2014-02-20;Serviços de tecnologia da informação;2025-01-31
CNPJ_00441;284770;31139;2023-07-11;Cultivo de milho;2025-01-31
CNPJ_00442;179673;9478;2021-04-05;Cultivo de milho;2025-01-31
CNPJ_00443;1335620;194446;2022-01-22;Consultoria empresarial;2025-01-31
CNPJ_00444;93610;-7173;2022-05-03;Serviços de tecnologia da informação;2025-01-31
CNPJ_00445;235639;-15657;2023-03-14;Cultivo de trigo;2025-01-31
CNPJ_00446;1316822;90202;2021-02-19;Televisão por assinatura;2025-01-31
CNPJ_00447;125687;-614;2020-06-08;Distribuição de energia elétrica;2025-01-31
CNPJ_00448;5528686;-111396;2007-12-20;Cultivo de arroz;2025-01-31
CNPJ_00449;73108;-4443;2021-05-21;Cultivo de milho;2025-01-31
CNPJ_00450;185719;3973;2021-02-10;Atividades de bancos múltiplos;2025-01-31
CNPJ_00451;150174;-5157;2020-03-21;Educação superior;2025-01-31
CNPJ_00452;59159;3239;2022-12-31;Cultivo de arroz;2025-01-31
CNPJ_00453;60804;8380;2021-09-20;Produção cinematográfica;2025-01-31
CNPJ_00454;267692;17901;2020-09-25;Fabricação de móveis;2025-01-31
CNPJ_00455;162472;-16686;2020-09-17;Comércio atacadista de bebidas;2025-01-31
CNPJ_00456;148501;-10566;2023-04-28;Fabricação de produtos químicos;2025-01-31
CNPJ_00457;284884;-20222;2020-09-06;Fabricação de papel;2025-01-31
CNPJ_00458;209972;-13605;2021-09-13;Armazenamento geral;2025-01-31
CNPJ_00459;102276;9597;2022-02-22;Transporte ferroviário de carga;2025-01-31
CNPJ_00460;34985390;-3350094;2014-04-24;Geração de energia elétrica;2025-01-31
CNPJ_00461;2201327;-175818;2015-05-18;Cultivo de soja;2025-01-31
CNPJ_00462;1950614;-108772;2018-03-23;Engenharia civil;2025-01-31
CNPJ_00463;19306450;-936108;2021-12-28;Construção de barragens;2025-01-31
CNPJ_00464;1077031;57642;2017-11-24;Fabricação de produtos químicos;2025-01-31
CNPJ_00465;111422;7122;2019-09-20;Fabricação de móveis;2025-01-31
CNPJ_00466;129764;-17381;2023-05-24;Obras de infraestrutura elétrica;2025-01-31
CNPJ_00467;192165;-1207;2022-12-08;Defesa nacional;2025-01-31
CNPJ_00468;197332;12792;2022-09-18;Saneamento básico;2025-01-31
CNPJ_00469;1631550;-100202;2017-07-28;Comércio atacadista de tecidos;2025-01-31
CNPJ_00470;243691;-16008;2022-08-01;Televisão aberta;2025-01-31
CNPJ_00471;275200;-11917;2019-10-24;Serviços de tecnologia da informação;2025-01-31
CNPJ_00472;2781456;-265177;2018-06-22;Extração de petróleo e gás natural;2025-01-31
CNPJ_00473;25161711;-2064580;2002-09-08;Saneamento básico;2025-01-31
CNPJ_00474;2353268;180233;2022-06-28;Hotéis e pousadas;2025-01-31
CNPJ_00475;789122;34849;2022-06-23;Montagem industrial;2025-01-31
CNPJ_00476;46971117;6687097;2008-07-25;Saneamento básico;2025-01-31
CNPJ_00477;142597;-1079;2020-08-09;Comércio atacadista de tecidos;2025-01-31
CNPJ_00478;2672917;212962;2020-08-27;Fabricação de automóveis;2025-01-31
CNPJ_00479;2583934;-60638;2021-02-21;Hotéis e pousadas;2025-01-31
CNPJ_00480;780438;57113;2017-07-30;Cultivo de milho;2025-01-31
CNPJ_00481;88882;-5007;2023-05-13;Produção de ferro-gusa;2025-01-31
CNPJ_00482;127728991;8223594;2006-05-11;Fabricação de produtos químicos;2025-01-31
CNPJ_00483;144092266;10514489;2007-06-17;Produção de ferro-gusa;2025-01-31
CNPJ_00484;1915178;-180197;2015-12-15;Produção cinematográfica;2025-01-31
CNPJ_00485;802907;-2955;2022-10-26;Transporte rodoviário de carga;2025-01-31
CNPJ_00486;16081672;473762;2022-01-02;Transporte ferroviário de carga;2025-01-31
CNPJ_00487;10501166;-751109;2016-01-15;Correios e entregas expressas;2025-01-31
CNPJ_00488;13274792;1903520;2007-11-06;Comércio atacadista de calçados;2025-01-31
CNPJ_00489;67583;3898;2019-04-25;Produção de alumínio;2025-01-31
CNPJ_00490;175067;8597;2022-08-06;Cultivo de milho;2025-01-31
CNPJ_00491;193653475;17817374;1996-08-21;Extração de petróleo e gás natural;2025-01-31
CNPJ_00492;1559759;-93684;2017-11-02;Fabricação de produtos químicos;2025-01-31
CNPJ_00493;1772335;27362;2021-04-17;Televisão por assinatura;2025-01-31
CNPJ_00494;2055663;-36284;2017-03-03;Atividades de bancos múltiplos;2025-01-31
CNPJ_00495;119624;-3746;2020-01-20;Telecomunicações sem fio;2025-01-31
CNPJ_00496;133392483;4765775;2000-08-06;Produção cinematográfica;2025-01-31
CNPJ_00497;626252;-60580;2017-05-02;Comércio varejista de combustíveis;2025-01-31
CNPJ_00498;1574459;-87313;2017-03-31;Administração pública;2025-01-31
CNPJ_00499;2530350;56139;2018-09-14;Hotéis e pousadas;2025-01-31
CNPJ_00500;248228;-6955;2022-04-30;Comércio varejista de combustíveis;2025-01-31
CNPJ_00501;570917;64864;2016-05-25;Armazenamento geral;2025-01-31
CNPJ_00502;2371425;17130;2014-02-10;Planos de saúde;2025-01-31
CNPJ_00503;1581795;-68971;2022-08-18;Construção de rodovias;2025-01-31
CNPJ_00504;18114989;324524;2003-12-29;Extração de minério de ferro;2025-01-31
CNPJ_00505;25864221;1091543;2019-11-09;Educação superior;2025-01-31
CNPJ_00506;14350734;-2105371;2016-03-22;Televisão por assinatura;2025-01-31
CNPJ_00507;66057;2025;2022-04-17;Cultivo de trigo;2025-01-31
CNPJ_00508;285599;-28437;2023-12-19;Cultivo de arroz;2025-01-31
CNPJ_00509;2644903;-157927;2020-06-10;Produção de alumínio;2025-01-31
CNPJ_00510;281109;-25957;2023-03-16;Cultivo de soja;2025-01-31
CNPJ_00511;16938612;586989;2015-12-19;Cultivo de arroz;2025-01-31
CNPJ_00512;814328;59247;2020-05-25;Telecomunicações sem fio;2025-01-31
CNPJ_00513;1067411;96587;2018-05-30;Serviços de tecnologia da informação;2025-01-31
CNPJ_00514;1488325;-103446;2022-05-07;Produção de ferro-gusa;2025-01-31
CNPJ_00515;690165;26099;2020-01-07;Consultoria empresarial;2025-01-31
CNPJ_00516;2792977;-387062;2015-12-01;Comércio atacadista de bebidas;2025-01-31
CNPJ_00517;354033;10394;2021-10-28;Fabricação de caminhões e ônibus;2025-01-31
CNPJ_00518;17769856;-507293;2017-09-06;Obras de infraestrutura elétrica;2025-01-31
CNPJ_00519;152591;20840;2023-07-01;Hotéis e pousadas;2025-01-31
CNPJ_00520;744428;44197;2016-01-16;Cultivo de soja;2025-01-31
CNPJ_00521;201906;17344;2020-08-11;Construção de edifícios;2025-01-31
CNPJ_00522;2129141;-234336;2021-05-25;Obras de infraestrutura elétrica;2025-01-31
CNPJ_00523;2957365;73927;2016-01-26;Defesa nacional;2025-01-31
CNPJ_00524;1861948;-143277;2015-01-25;Planos de saúde;2025-01-31
CNPJ_00525;2377771;321214;2016-07-29;Padaria e confeitaria;2025-01-31
CNPJ_00526;1854462;77560;2015-12-16;Telecomunicações sem fio;2025-01-31
CNPJ_00527;3508473;115956;2003-12-09;Telecomunicações sem fio;2025-01-31
CNPJ_00528;128464;13074;2021-02-13;Comércio atacadista de bebidas;2025-01-31
CNPJ_00529;158557509;-15134369;1998-07-29;Cultivo de milho;2025-01-31
CNPJ_00530;71245890;-4025404;2001-11-04;Saneamento básico;2025-01-31
CNPJ_00531;861812;-51307;2014-01-21;Construção de rodovias;2025-01-31
CNPJ_00532;86634388;-3032254;1997-11-15;Comércio varejista de combustíveis;2025-01-31
CNPJ_00533;101954;-4602;2021-03-28;Seguros de vida;2025-01-31
CNPJ_00534;945996;-108651;2020-01-08;Educação superior;2025-01-31
CNPJ_00535;1724381;58921;2019-12-27;Transporte ferroviário de carga;2025-01-31
CNPJ_00536;11339627;442180;2018-03-13;Cultivo de milho;2025-01-31
CNPJ_00537;101373307;12136135;2002-06-21;Comércio atacadista de bebidas;2025-01-31
CNPJ_00538;1823402;-71723;2019-08-16;Comércio varejista de alimentos;2025-01-31
CNPJ_00539;3786991;47573;2000-12-07;Televisão por assinatura;2025-01-31
CNPJ_00540;2508596;232175;2021-06-18;Cultivo de milho;2025-01-31
CNPJ_00541;714443;23486;2015-08-19;Educação superior;2025-01-31
CNPJ_00542;138563;10541;2022-01-28;Construção de edifícios;2025-01-31
CNPJ_00543;229948;15119;2021-09-19;Comércio varejista de alimentos;2025-01-31
CNPJ_00544;927329;21465;2021-09-18;Correios e entregas expressas;2025-01-31
CNPJ_00545;1883831;-23049;2020-11-02;Educação superior;2025-01-31
CNPJ_00546;1130269;-61497;2018-02-21;Correios e entregas expressas;2025-01-31
CNPJ_00547;2057609;189759;2022-03-29;Fabricação de caminhões e ônibus;2025-01-31
CNPJ_00548;127650;17986;2022-08-25;Fabricação de automóveis;2025-01-31
CNPJ_00549;207834;-12606;2023-12-08;Produção de ferro-gusa;2025-01-31
CNPJ_00550;6197196;-225947;2021-10-09;Engenharia civil;2025-01-31
CNPJ_00551;1898969;-25919;2021-01-25;Televisão por assinatura;2025-01-31
CNPJ_00552;120809;-13500;2023-10-30;Hotéis e pousadas;2025-01-31
CNPJ_00553;272204;14830;2020-06-12;Distribuição de energia elétrica;2025-01-31
CNPJ_00554;28886524;1062027;2004-05-25;Seguros de vida;2025-01-31
CNPJ_00555;1853275;44172;2020-03-19;Televisão aberta;2025-01-31
CNPJ_00556;2732294;197596;2021-07-10;Comércio atacadista de bebidas;2025-01-31
CNPJ_00557;594594;54334;2015-10-06;Cultivo de trigo;2025-01-31
CNPJ_00558;90816;-8324;2020-03-12;Hotéis e pousadas;2025-01-31
CNPJ_00559;2303189;-98951;2015-01-02;Atividades de bancos múltiplos;2025-01-31
CNPJ_00560;2670818;-145089;2019-05-06;Geração de energia elétrica;2025-01-31
CNPJ_00561;18058834;-586093;2015-10-28;Cultivo de milho;2025-01-31
CNPJ_00562;15910121;658113;2007-02-15;Engenharia civil;2025-01-31
CNPJ_00563;1900924;86347;2016-02-21;Fabricação de caminhões e ônibus;2025-01-31
CNPJ_00564;2575353;-51350;2020-04-24;Saneamento básico;2025-01-31
CNPJ_00565;123067;-10545;2021-04-11;Armazenamento geral;2025-01-31
CNPJ_00566;462525;41540;2017-05-13;Comércio atacadista de bebidas;2025-01-31
CNPJ_00567;10911055;782588;2004-03-15;Transporte ferroviário de carga;2025-01-31
CNPJ_00568;20709466;-684261;2017-02-23;Comércio atacadista de calçados;2025-01-31
CNPJ_00569;795166;24068;2014-01-09;Atividades hospitalares;2025-01-31
CNPJ_00570;2320952;-177783;2015-06-26;Administração pública;2025-01-31
CNPJ_00571;26725975;-2272946;2018-11-08;Construção de edifícios;2025-01-31
CNPJ_00572;636967;25746;2020-07-24;Geração de energia elétrica;2025-01-31
CNPJ_00573;63157896;5361837;2001-02-25;Montagem industrial;2025-01-31
CNPJ_00574;153638551;13260320;2011-12-02;Atividades hospitalares;2025-01-31
CNPJ_00575;1464402;-157352;2016-04-09;Extração de petróleo e gás natural;2025-01-31
CNPJ_00576;184777;-9016;2021-04-13;Defesa nacional;2025-01-31
CNPJ_00577;2940225;-115226;2020-09-12;Comércio atacadista de alimentos;2025-01-31
CNPJ_00578;71147;-1268;2023-05-28;Engenharia civil;2025-01-31
CNPJ_00579;2476542;83838;2014-12-16;Cultivo de soja;2025-01-31
CNPJ_00580;2133562;-65375;2016-10-13;Seguros de vida;2025-01-31
CNPJ_00581;145811259;-5676579;2000-02-19;Construção de rodovias;2025-01-31
CNPJ_00582;721838;-36514;2016-03-04;Comércio atacadista de medicamentos;2025-01-31
CNPJ_00583;1084046;92651;2017-04-27;Planos de saúde;2025-01-31
CNPJ_00584;86914488;7511460;1996-01-01;Montagem industrial;2025-01-31
CNPJ_00585;1204218;45335;2018-07-12;Transporte ferroviário de carga;2025-01-31
CNPJ_00586;452642;2734;2015-12-04;Produção de alumínio;2025-01-31
CNPJ_00587;224038;10334;2019-04-13;Atividades de bancos múltiplos;2025-01-31
CNPJ_00588;28408608;840711;2003-01-01;Obras de infraestrutura elétrica;2025-01-31
CNPJ_00589;5375894;359206;2000-04-15;Produção de alumínio;2025-01-31
CNPJ_00590;1397683;-120377;2015-01-12;Cultivo de arroz;2025-01-31
CNPJ_00591;28545836;3908051;2020-02-24;Comércio varejista de alimentos;2025-01-31
CNPJ_00592;288428;-10943;2019-09-13;Obras de infraestrutura elétrica;2025-01-31
CNPJ_00593;291202;-7247;2022-11-21;Distribuição de energia elétrica;2025-01-31
CNPJ_00594;112293;-1064;2020-10-31;Cultivo de milho;2025-01-31
CNPJ_00595;1542044;229109;2018-11-25;Correios e entregas expressas;2025-01-31
CNPJ_00596;846440;59251;2021-03-04;Correios e entregas expressas;2025-01-31
CNPJ_00597;2552344;-122668;2014-12-05;Administração pública;2025-01-31
CNPJ_00598;6756851;-49341;2011-09-26;Extração de petróleo e gás natural;2025-01-31
CNPJ_00599;2950575;9688;2014-09-14;Restaurantes e similares;2025-01-31
CNPJ_00600;200420;-12569;2020-04-27;Comércio varejista de alimentos;2025-01-31
CNPJ_00601;6371182;676800;2018-01-04;Padaria e confeitaria;2025-01-31
CNPJ_00602;80151;-4708;2023-05-01;Comércio varejista de combustíveis;2025-01-31
CNPJ_00603;38813004;3885559;1999-05-07;Comércio atacadista de tecidos;2025-01-31
CNPJ_00604;26189784;-466638;2015-02-08;Fabricação de caminhões e ônibus;2025-01-31
CNPJ_00605;1075855;-24876;2014-02-12;Fabricação de automóveis;2025-01-31
CNPJ_00606;2048501;164661;2021-11-17;Fabricação de móveis;2025-01-31
CNPJ_00607;258156;7501;2020-07-22;Comércio atacadista de medicamentos;2025-01-31
